EXTRACTOR|MEASURE|MODEL|FILTER|ROC_AUC|AUC_PR|Max. f1
EfficientNetB0_Block6|per frame (sum)|SVG|(0, 2, 2)|0.57901509|0.56887794|0.61710037
EfficientNetB0_Block6|per frame (sum)|SpatialBin/SVG/0.50|(0, 2, 2)|0.63270558|0.61758711|0.61710037
EfficientNetB0_Block6|per frame (sum)|SpatialBin/SVG/simple_0.20|(0, 2, 2)|0.62837759|0.59487817|0.62595420
EfficientNetB0_Block6|per frame (sum)|BalancedDistributionSVG/500/14/0.30|(0, 2, 2)|0.59071236|0.57456854|0.61776062
EfficientNetB0_Block6|per frame (sum)|SpatialBin/SVG/0.20|(1, 0, 0)|0.61153351|0.63059219|0.61710037
EfficientNetB0_Block6|per frame (sum)|SpatialBin/SVG/simple_0.50|(1, 0, 0)|0.62369868|0.57193942|0.63779528
EfficientNetB0_Block6|per frame (sum)|SVG|(1, 0, 0)|0.56801965|0.60769649|0.61710037
EfficientNetB0_Block6|per frame (sum)|SpatialBin/SVG/0.50|(1, 0, 0)|0.60907709|0.62947709|0.61847390
EfficientNetB0_Block6|per frame (sum)|SpatialBin/SVG/simple_0.20|(1, 0, 0)|0.60463212|0.56813849|0.62406015
EfficientNetB0_Block6|per frame (sum)|BalancedDistributionSVG/500/14/0.30|(1, 0, 0)|0.57889812|0.61063806|0.62121212
EfficientNetB0_Block6|per frame (sum)|SpatialBin/SVG/0.20|(2, 0, 0)|0.56497836|0.62026870|0.62015504
EfficientNetB0_Block6|per frame (sum)|SpatialBin/SVG/simple_0.50|(2, 0, 0)|0.59819862|0.56356898|0.63601533
EfficientNetB0_Block6|per frame (sum)|SVG|(2, 0, 0)|0.52836589|0.60537787|0.61710037
EfficientNetB0_Block6|per frame (sum)|SpatialBin/SVG/0.50|(2, 0, 0)|0.56345771|0.61969529|0.61776062
EfficientNetB0_Block6|per frame (sum)|SpatialBin/SVG/simple_0.20|(2, 0, 0)|0.55456779|0.52308198|0.62172285
EfficientNetB0_Block6|per frame (sum)|BalancedDistributionSVG/500/14/0.30|(2, 0, 0)|0.54123289|0.60727101|0.62172285
EfficientNetB3_Block5|per patch|SpatialBin/SVG/0.20|None|0.59592510|0.07161622|0.14328796
EfficientNetB3_Block5|per patch|SpatialBin/SVG/simple_0.50|None|0.58980512|0.06333959|0.11772330
EfficientNetB3_Block5|per patch|SVG|None|0.59538475|0.07418073|0.14475500
EfficientNetB3_Block5|per patch|SpatialBin/SVG/0.50|None|0.59604923|0.07276633|0.14320507
EfficientNetB3_Block5|per patch|SpatialBin/SVG/simple_0.20|None|0.58911868|0.06369531|0.12087412
EfficientNetB3_Block5|per patch|BalancedDistributionSVG/500/9/0.30|None|0.60737364|0.07334659|0.14463019
EfficientNetB3_Block5|per patch|SpatialBin/SVG/0.20|(1, 1, 1)|0.60605416|0.07338804|0.14519378
EfficientNetB3_Block5|per patch|SpatialBin/SVG/simple_0.50|(1, 1, 1)|0.59915614|0.06507753|0.13193295
EfficientNetB3_Block5|per patch|SVG|(1, 1, 1)|0.60571478|0.07540409|0.14669367
EfficientNetB3_Block5|per patch|SpatialBin/SVG/0.50|(1, 1, 1)|0.60653405|0.07440842|0.14555386
EfficientNetB3_Block5|per patch|SpatialBin/SVG/simple_0.20|(1, 1, 1)|0.59315152|0.06397417|0.12724983
EfficientNetB3_Block5|per patch|BalancedDistributionSVG/500/9/0.30|(1, 1, 1)|0.65933743|0.08285205|0.15007780
EfficientNetB3_Block5|per patch|SpatialBin/SVG/0.20|(2, 2, 2)|0.61768822|0.07683827|0.14803015
EfficientNetB3_Block5|per patch|SpatialBin/SVG/simple_0.50|(2, 2, 2)|0.59815571|0.06449570|0.13057304
EfficientNetB3_Block5|per patch|SVG|(2, 2, 2)|0.61765263|0.07836333|0.14948139
EfficientNetB3_Block5|per patch|SpatialBin/SVG/0.50|(2, 2, 2)|0.61819849|0.07760296|0.14915463
EfficientNetB3_Block5|per patch|SpatialBin/SVG/simple_0.20|(2, 2, 2)|0.59333682|0.06416062|0.12982699
EfficientNetB3_Block5|per patch|BalancedDistributionSVG/500/9/0.30|(2, 2, 2)|0.67337620|0.08454019|0.14929898
EfficientNetB3_Block5|per patch|SpatialBin/SVG/0.20|(0, 1, 1)|0.60116354|0.07322166|0.14463066
EfficientNetB3_Block5|per patch|SpatialBin/SVG/simple_0.50|(0, 1, 1)|0.59153647|0.06416931|0.13028704
EfficientNetB3_Block5|per patch|SVG|(0, 1, 1)|0.60086700|0.07515363|0.14446757
EfficientNetB3_Block5|per patch|SpatialBin/SVG/0.50|(0, 1, 1)|0.60151854|0.07405916|0.14432671
EfficientNetB3_Block5|per patch|SpatialBin/SVG/simple_0.20|(0, 1, 1)|0.59265130|0.06505418|0.12896045
EfficientNetB3_Block5|per patch|BalancedDistributionSVG/500/9/0.30|(0, 1, 1)|0.64975633|0.08141418|0.14988259
EfficientNetB3_Block5|per patch|SpatialBin/SVG/0.20|(0, 2, 2)|0.61887972|0.07734966|0.14596500
EfficientNetB3_Block5|per patch|SpatialBin/SVG/simple_0.50|(0, 2, 2)|0.59708037|0.06538633|0.13554237
EfficientNetB3_Block5|per patch|SVG|(0, 2, 2)|0.61876706|0.07888953|0.14841790
EfficientNetB3_Block5|per patch|SpatialBin/SVG/0.50|(0, 2, 2)|0.61927878|0.07785811|0.14603017
EfficientNetB3_Block5|per patch|SpatialBin/SVG/simple_0.20|(0, 2, 2)|0.59948940|0.06670433|0.13584147
EfficientNetB3_Block5|per patch|BalancedDistributionSVG/500/9/0.30|(0, 2, 2)|0.66609337|0.08443684|0.15474584
EfficientNetB3_Block5|per patch|SpatialBin/SVG/0.20|(1, 0, 0)|0.60400151|0.07180922|0.14470368
EfficientNetB3_Block5|per patch|SpatialBin/SVG/simple_0.50|(1, 0, 0)|0.59930774|0.06475662|0.11961428
EfficientNetB3_Block5|per patch|SVG|(1, 0, 0)|0.60337239|0.07398682|0.14635381
EfficientNetB3_Block5|per patch|SpatialBin/SVG/0.50|(1, 0, 0)|0.60419595|0.07295326|0.14484585
EfficientNetB3_Block5|per patch|SpatialBin/SVG/simple_0.20|(1, 0, 0)|0.59172611|0.06286444|0.11443825
EfficientNetB3_Block5|per patch|BalancedDistributionSVG/500/9/0.30|(1, 0, 0)|0.61317801|0.07336120|0.13747635
EfficientNetB3_Block5|per patch|SpatialBin/SVG/0.20|(2, 0, 0)|0.60586224|0.07203353|0.14417532
EfficientNetB3_Block5|per patch|SpatialBin/SVG/simple_0.50|(2, 0, 0)|0.59601527|0.06478919|0.11789991
EfficientNetB3_Block5|per patch|SVG|(2, 0, 0)|0.60527783|0.07374561|0.14572907
EfficientNetB3_Block5|per patch|SpatialBin/SVG/0.50|(2, 0, 0)|0.60610793|0.07310497|0.14448994
EfficientNetB3_Block5|per patch|SpatialBin/SVG/simple_0.20|(2, 0, 0)|0.58824439|0.06168785|0.11082654
EfficientNetB3_Block5|per patch|BalancedDistributionSVG/500/9/0.30|(2, 0, 0)|0.61203780|0.07323736|0.13508171
EfficientNetB3_Block5|per frame (max)|SpatialBin/SVG/0.20|None|0.59024447|0.50818012|0.64356436
EfficientNetB3_Block5|per frame (max)|SpatialBin/SVG/simple_0.50|None|0.49070067|0.42128863|0.62172285
EfficientNetB3_Block5|per frame (max)|SVG|None|0.59328576|0.55424010|0.62559242
EfficientNetB3_Block5|per frame (max)|SpatialBin/SVG/0.50|None|0.61480875|0.55299838|0.62295082
EfficientNetB3_Block5|per frame (max)|SpatialBin/SVG/simple_0.20|None|0.49011580|0.41587746|0.62406015
EfficientNetB3_Block5|per frame (max)|BalancedDistributionSVG/500/9/0.30|None|0.51175576|0.45520198|0.62790698
EfficientNetB3_Block5|per frame (max)|SpatialBin/SVG/0.20|(1, 1, 1)|0.57726050|0.48910303|0.65116279
EfficientNetB3_Block5|per frame (max)|SpatialBin/SVG/simple_0.50|(1, 1, 1)|0.46017078|0.39666382|0.61710037
EfficientNetB3_Block5|per frame (max)|SVG|(1, 1, 1)|0.55948064|0.50216460|0.64545455
EfficientNetB3_Block5|per frame (max)|SpatialBin/SVG/0.50|(1, 1, 1)|0.58252427|0.49314981|0.64390244
EfficientNetB3_Block5|per frame (max)|SpatialBin/SVG/simple_0.20|(1, 1, 1)|0.48613873|0.41715420|0.61710037
EfficientNetB3_Block5|per frame (max)|BalancedDistributionSVG/500/9/0.30|(1, 1, 1)|0.56205404|0.51298880|0.64341085
EfficientNetB3_Block5|per frame (max)|SpatialBin/SVG/0.20|(2, 2, 2)|0.61094865|0.52911461|0.65116279
EfficientNetB3_Block5|per frame (max)|SpatialBin/SVG/simple_0.50|(2, 2, 2)|0.44531524|0.38736328|0.61710037
EfficientNetB3_Block5|per frame (max)|SVG|(2, 2, 2)|0.62381565|0.56432620|0.69527897
EfficientNetB3_Block5|per frame (max)|SpatialBin/SVG/0.50|(2, 2, 2)|0.62276290|0.53594858|0.66990291
EfficientNetB3_Block5|per frame (max)|SpatialBin/SVG/simple_0.20|(2, 2, 2)|0.47572816|0.40591053|0.61710037
EfficientNetB3_Block5|per frame (max)|BalancedDistributionSVG/500/9/0.30|(2, 2, 2)|0.59843257|0.55705074|0.68067227
EfficientNetB3_Block5|per frame (max)|SpatialBin/SVG/0.20|(0, 1, 1)|0.57819628|0.50054318|0.63594470
EfficientNetB3_Block5|per frame (max)|SpatialBin/SVG/simple_0.50|(0, 1, 1)|0.47058135|0.40448328|0.61710037
EfficientNetB3_Block5|per frame (max)|SVG|(0, 1, 1)|0.57492104|0.53221098|0.63601533
EfficientNetB3_Block5|per frame (max)|SpatialBin/SVG/0.50|(0, 1, 1)|0.58439584|0.50780807|0.62903226
EfficientNetB3_Block5|per frame (max)|SpatialBin/SVG/simple_0.20|(0, 1, 1)|0.46449877|0.39734234|0.61940299
EfficientNetB3_Block5|per frame (max)|BalancedDistributionSVG/500/9/0.30|(0, 1, 1)|0.56509533|0.51947113|0.63601533
EfficientNetB3_Block5|per frame (max)|SpatialBin/SVG/0.20|(0, 2, 2)|0.57667563|0.51763130|0.62439024
EfficientNetB3_Block5|per frame (max)|SpatialBin/SVG/simple_0.50|(0, 2, 2)|0.47993917|0.40568715|0.61940299
EfficientNetB3_Block5|per frame (max)|SVG|(0, 2, 2)|0.58217335|0.54452528|0.64516129
EfficientNetB3_Block5|per frame (max)|SpatialBin/SVG/0.50|(0, 2, 2)|0.59644403|0.52781893|0.63054187
EfficientNetB3_Block5|per frame (max)|SpatialBin/SVG/simple_0.20|(0, 2, 2)|0.48052404|0.40533185|0.61940299
EfficientNetB3_Block5|per frame (max)|BalancedDistributionSVG/500/9/0.30|(0, 2, 2)|0.53748976|0.51723923|0.63453815
EfficientNetB3_Block5|per frame (max)|SpatialBin/SVG/0.20|(1, 0, 0)|0.56486139|0.48057843|0.63436123
EfficientNetB3_Block5|per frame (max)|SpatialBin/SVG/simple_0.50|(1, 0, 0)|0.47093227|0.40547281|0.61710037
EfficientNetB3_Block5|per frame (max)|SVG|(1, 0, 0)|0.54719850|0.50464928|0.63565891
EfficientNetB3_Block5|per frame (max)|SpatialBin/SVG/0.50|(1, 0, 0)|0.57796233|0.50088286|0.63247863
EfficientNetB3_Block5|per frame (max)|SpatialBin/SVG/simple_0.20|(1, 0, 0)|0.51362732|0.43399313|0.62348178
EfficientNetB3_Block5|per frame (max)|BalancedDistributionSVG/500/9/0.30|(1, 0, 0)|0.48239560|0.43559607|0.63813230
EfficientNetB3_Block5|per frame (max)|SpatialBin/SVG/0.20|(2, 0, 0)|0.58170546|0.49099151|0.62626263
EfficientNetB3_Block5|per frame (max)|SpatialBin/SVG/simple_0.50|(2, 0, 0)|0.44414551|0.39079896|0.61710037
EfficientNetB3_Block5|per frame (max)|SVG|(2, 0, 0)|0.54860218|0.49096974|0.64341085
EfficientNetB3_Block5|per frame (max)|SpatialBin/SVG/0.50|(2, 0, 0)|0.58884080|0.50011153|0.66371681
EfficientNetB3_Block5|per frame (max)|SpatialBin/SVG/simple_0.20|(2, 0, 0)|0.47713183|0.41687015|0.62151394
EfficientNetB3_Block5|per frame (max)|BalancedDistributionSVG/500/9/0.30|(2, 0, 0)|0.48064101|0.44087716|0.64341085
EfficientNetB3_Block5|per frame (sum)|SpatialBin/SVG/0.20|None|0.60287753|0.52825374|0.65454545
EfficientNetB3_Block5|per frame (sum)|SpatialBin/SVG/simple_0.50|None|0.52766405|0.44151610|0.61710037
EfficientNetB3_Block5|per frame (sum)|SVG|None|0.64451983|0.54997723|0.65777778
EfficientNetB3_Block5|per frame (sum)|SpatialBin/SVG/0.50|None|0.62557024|0.54458068|0.68627451
EfficientNetB3_Block5|per frame (sum)|SpatialBin/SVG/simple_0.20|None|0.53760674|0.44925134|0.61940299
EfficientNetB3_Block5|per frame (sum)|BalancedDistributionSVG/500/9/0.30|None|0.62252895|0.54293187|0.64541833
EfficientNetB3_Block5|per frame (sum)|SpatialBin/SVG/0.20|(1, 1, 1)|0.64112762|0.57487943|0.68103448
EfficientNetB3_Block5|per frame (sum)|SpatialBin/SVG/simple_0.50|(1, 1, 1)|0.53515031|0.44089526|0.62500000
EfficientNetB3_Block5|per frame (sum)|SVG|(1, 1, 1)|0.65668499|0.57261052|0.66666667
EfficientNetB3_Block5|per frame (sum)|SpatialBin/SVG/0.50|(1, 1, 1)|0.64779506|0.57315384|0.68444444
EfficientNetB3_Block5|per frame (sum)|SpatialBin/SVG/simple_0.20|(1, 1, 1)|0.54860218|0.45098835|0.62886598
EfficientNetB3_Block5|per frame (sum)|BalancedDistributionSVG/500/9/0.30|(1, 1, 1)|0.63551293|0.55489341|0.64356436
EfficientNetB3_Block5|per frame (sum)|SpatialBin/SVG/0.20|(2, 2, 2)|0.62381565|0.56198217|0.66666667
EfficientNetB3_Block5|per frame (sum)|SpatialBin/SVG/simple_0.50|(2, 2, 2)|0.49245526|0.41461739|0.61904762
EfficientNetB3_Block5|per frame (sum)|SVG|(2, 2, 2)|0.62849456|0.56514752|0.64197531
EfficientNetB3_Block5|per frame (sum)|SpatialBin/SVG/0.50|(2, 2, 2)|0.63679963|0.56656753|0.68619247
EfficientNetB3_Block5|per frame (sum)|SpatialBin/SVG/simple_0.20|(2, 2, 2)|0.50356767|0.43199443|0.61940299
EfficientNetB3_Block5|per frame (sum)|BalancedDistributionSVG/500/9/0.30|(2, 2, 2)|0.61469178|0.55319655|0.63414634
EfficientNetB3_Block5|per frame (sum)|SpatialBin/SVG/0.20|(0, 1, 1)|0.60287753|0.52825374|0.65454545
EfficientNetB3_Block5|per frame (sum)|SpatialBin/SVG/simple_0.50|(0, 1, 1)|0.52766405|0.44151610|0.61710037
EfficientNetB3_Block5|per frame (sum)|SVG|(0, 1, 1)|0.64451983|0.54997723|0.65777778
EfficientNetB3_Block5|per frame (sum)|SpatialBin/SVG/0.50|(0, 1, 1)|0.62557024|0.54458068|0.68627451
EfficientNetB3_Block5|per frame (sum)|SpatialBin/SVG/simple_0.20|(0, 1, 1)|0.53760674|0.44925134|0.61940299
EfficientNetB3_Block5|per frame (sum)|BalancedDistributionSVG/500/9/0.30|(0, 1, 1)|0.62252895|0.54293187|0.64541833
EfficientNetB3_Block5|per frame (sum)|SpatialBin/SVG/0.20|(0, 2, 2)|0.60287753|0.52825374|0.65454545
EfficientNetB3_Block5|per frame (sum)|SpatialBin/SVG/simple_0.50|(0, 2, 2)|0.52766405|0.44151610|0.61710037
EfficientNetB3_Block5|per frame (sum)|SVG|(0, 2, 2)|0.64451983|0.54997723|0.65777778
EfficientNetB3_Block5|per frame (sum)|SpatialBin/SVG/0.50|(0, 2, 2)|0.62557024|0.54458068|0.68627451
EfficientNetB3_Block5|per frame (sum)|SpatialBin/SVG/simple_0.20|(0, 2, 2)|0.53760674|0.44925134|0.61940299
EfficientNetB3_Block5|per frame (sum)|BalancedDistributionSVG/500/9/0.30|(0, 2, 2)|0.62252895|0.54293187|0.64541833
EfficientNetB3_Block5|per frame (sum)|SpatialBin/SVG/0.20|(1, 0, 0)|0.64112762|0.57487943|0.68103448
EfficientNetB3_Block5|per frame (sum)|SpatialBin/SVG/simple_0.50|(1, 0, 0)|0.53515031|0.44089526|0.62500000
EfficientNetB3_Block5|per frame (sum)|SVG|(1, 0, 0)|0.65668499|0.57261052|0.66666667
EfficientNetB3_Block5|per frame (sum)|SpatialBin/SVG/0.50|(1, 0, 0)|0.64779506|0.57315384|0.68444444
EfficientNetB3_Block5|per frame (sum)|SpatialBin/SVG/simple_0.20|(1, 0, 0)|0.54860218|0.45098835|0.62886598
EfficientNetB3_Block5|per frame (sum)|BalancedDistributionSVG/500/9/0.30|(1, 0, 0)|0.63551293|0.55489341|0.64356436
EfficientNetB3_Block5|per frame (sum)|SpatialBin/SVG/0.20|(2, 0, 0)|0.62381565|0.56198217|0.66666667
EfficientNetB3_Block5|per frame (sum)|SpatialBin/SVG/simple_0.50|(2, 0, 0)|0.49245526|0.41461739|0.61904762
EfficientNetB3_Block5|per frame (sum)|SVG|(2, 0, 0)|0.62849456|0.56514752|0.64197531
EfficientNetB3_Block5|per frame (sum)|SpatialBin/SVG/0.50|(2, 0, 0)|0.63679963|0.56656753|0.68619247
EfficientNetB3_Block5|per frame (sum)|SpatialBin/SVG/simple_0.20|(2, 0, 0)|0.50356767|0.43199443|0.61940299
EfficientNetB3_Block5|per frame (sum)|BalancedDistributionSVG/500/9/0.30|(2, 0, 0)|0.61469178|0.55319655|0.63414634
EfficientNetB6_Block4|per patch|SpatialBin/SVG/0.20|None|0.57774868|0.05577907|0.11591688
EfficientNetB6_Block4|per patch|SpatialBin/SVG/simple_0.50|None|0.56435374|0.05218411|0.10941041
EfficientNetB6_Block4|per patch|SVG|None|0.55879709|0.05803952|0.11347276
EfficientNetB6_Block4|per patch|BalancedDistributionSVG/500/10/0.30|None|0.55171565|0.05872055|0.12489335
EfficientNetB6_Block4|per patch|SpatialBin/SVG/0.50|None|0.57828222|0.05570898|0.11569491
EfficientNetB6_Block4|per patch|SpatialBin/SVG/simple_0.20|None|0.55995969|0.05160883|0.10789337
EfficientNetB6_Block4|per patch|SpatialBin/SVG/0.20|(1, 1, 1)|0.57990550|0.05564426|0.11350144
EfficientNetB6_Block4|per patch|SpatialBin/SVG/simple_0.50|(1, 1, 1)|0.56800548|0.05490981|0.10864745
EfficientNetB6_Block4|per patch|SVG|(1, 1, 1)|0.56379016|0.05776773|0.10582117
EfficientNetB6_Block4|per patch|BalancedDistributionSVG/500/10/0.30|(1, 1, 1)|0.57119251|0.05932271|0.11787945
EfficientNetB6_Block4|per patch|SpatialBin/SVG/0.50|(1, 1, 1)|0.58053149|0.05560730|0.11356889
EfficientNetB6_Block4|per patch|SpatialBin/SVG/simple_0.20|(1, 1, 1)|0.56316990|0.05361926|0.10671890
EfficientNetB6_Block4|per patch|SpatialBin/SVG/0.20|(2, 2, 2)|0.57382542|0.05588336|0.10712422
EfficientNetB6_Block4|per patch|SpatialBin/SVG/simple_0.50|(2, 2, 2)|0.55084298|0.05227020|0.10388978
EfficientNetB6_Block4|per patch|SVG|(2, 2, 2)|0.57020640|0.05880335|0.11312074
EfficientNetB6_Block4|per patch|BalancedDistributionSVG/500/10/0.30|(2, 2, 2)|0.59198891|0.06127154|0.11622152
EfficientNetB6_Block4|per patch|SpatialBin/SVG/0.50|(2, 2, 2)|0.57389526|0.05584079|0.10723570
EfficientNetB6_Block4|per patch|SpatialBin/SVG/simple_0.20|(2, 2, 2)|0.54769523|0.05184911|0.10289579
EfficientNetB6_Block4|per patch|SpatialBin/SVG/0.20|(0, 1, 1)|0.58036570|0.05576896|0.11328205
EfficientNetB6_Block4|per patch|SpatialBin/SVG/simple_0.50|(0, 1, 1)|0.56289007|0.05180622|0.10794448
EfficientNetB6_Block4|per patch|SVG|(0, 1, 1)|0.56443524|0.05815597|0.10704578
EfficientNetB6_Block4|per patch|BalancedDistributionSVG/500/10/0.30|(0, 1, 1)|0.57375295|0.06012276|0.12049031
EfficientNetB6_Block4|per patch|SpatialBin/SVG/0.50|(0, 1, 1)|0.58106574|0.05578293|0.11336437
EfficientNetB6_Block4|per patch|SpatialBin/SVG/simple_0.20|(0, 1, 1)|0.55783616|0.05103702|0.10612405
EfficientNetB6_Block4|per patch|SpatialBin/SVG/0.20|(0, 2, 2)|0.57444790|0.05600401|0.10694137
EfficientNetB6_Block4|per patch|SpatialBin/SVG/simple_0.50|(0, 2, 2)|0.55772321|0.05130712|0.10444172
EfficientNetB6_Block4|per patch|SVG|(0, 2, 2)|0.57074681|0.05943170|0.11327896
EfficientNetB6_Block4|per patch|BalancedDistributionSVG/500/10/0.30|(0, 2, 2)|0.59316743|0.06222027|0.11811285
EfficientNetB6_Block4|per patch|SpatialBin/SVG/0.50|(0, 2, 2)|0.57470762|0.05602433|0.10702432
EfficientNetB6_Block4|per patch|SpatialBin/SVG/simple_0.20|(0, 2, 2)|0.55288676|0.05054230|0.10344023
EfficientNetB6_Block4|per patch|SpatialBin/SVG/0.20|(1, 0, 0)|0.57731191|0.05565085|0.11557060
EfficientNetB6_Block4|per patch|SpatialBin/SVG/simple_0.50|(1, 0, 0)|0.57073789|0.05547360|0.11047165
EfficientNetB6_Block4|per patch|SVG|(1, 0, 0)|0.55659797|0.05723898|0.11068237
EfficientNetB6_Block4|per patch|BalancedDistributionSVG/500/10/0.30|(1, 0, 0)|0.54725441|0.05758322|0.11927007
EfficientNetB6_Block4|per patch|SpatialBin/SVG/0.50|(1, 0, 0)|0.57794760|0.05554626|0.11559199
EfficientNetB6_Block4|per patch|SpatialBin/SVG/simple_0.20|(1, 0, 0)|0.56730290|0.05457392|0.10907235
EfficientNetB6_Block4|per patch|SpatialBin/SVG/0.20|(2, 0, 0)|0.57687419|0.05557650|0.11573087
EfficientNetB6_Block4|per patch|SpatialBin/SVG/simple_0.50|(2, 0, 0)|0.56695627|0.05416500|0.11042715
EfficientNetB6_Block4|per patch|SVG|(2, 0, 0)|0.55665698|0.05669775|0.10909175
EfficientNetB6_Block4|per patch|BalancedDistributionSVG/500/10/0.30|(2, 0, 0)|0.54670711|0.05686918|0.11628931
EfficientNetB6_Block4|per patch|SpatialBin/SVG/0.50|(2, 0, 0)|0.57750186|0.05548629|0.11583520
EfficientNetB6_Block4|per patch|SpatialBin/SVG/simple_0.20|(2, 0, 0)|0.56292970|0.05393167|0.10849611
EfficientNetB6_Block4|per frame (max)|SpatialBin/SVG/0.20|None|0.54544391|0.46436515|0.62068966
EfficientNetB6_Block4|per frame (max)|SpatialBin/SVG/simple_0.50|None|0.53140718|0.46907859|0.63601533
EfficientNetB6_Block4|per frame (max)|SVG|None|0.55211136|0.54263941|0.61847390
EfficientNetB6_Block4|per frame (max)|BalancedDistributionSVG/500/10/0.30|None|0.54158381|0.54018200|0.61710037
EfficientNetB6_Block4|per frame (max)|SpatialBin/SVG/0.50|None|0.51503100|0.43163743|0.61710037
EfficientNetB6_Block4|per frame (max)|SpatialBin/SVG/simple_0.20|None|0.52181542|0.47762702|0.61710037
EfficientNetB6_Block4|per frame (max)|SpatialBin/SVG/0.20|(1, 1, 1)|0.55866183|0.47296328|0.62439024
EfficientNetB6_Block4|per frame (max)|SpatialBin/SVG/simple_0.50|(1, 1, 1)|0.58907475|0.49541077|0.64092664
EfficientNetB6_Block4|per frame (max)|SVG|(1, 1, 1)|0.53947830|0.54614409|0.61710037
EfficientNetB6_Block4|per frame (max)|BalancedDistributionSVG/500/10/0.30|(1, 1, 1)|0.58965961|0.52125871|0.64253394
EfficientNetB6_Block4|per frame (max)|SpatialBin/SVG/0.50|(1, 1, 1)|0.52743011|0.45062437|0.61835749
EfficientNetB6_Block4|per frame (max)|SpatialBin/SVG/simple_0.20|(1, 1, 1)|0.64019184|0.52946155|0.67661692
EfficientNetB6_Block4|per frame (max)|SpatialBin/SVG/0.20|(2, 2, 2)|0.42332437|0.37603100|0.61710037
EfficientNetB6_Block4|per frame (max)|SpatialBin/SVG/simple_0.50|(2, 2, 2)|0.50695988|0.44330926|0.63846154
EfficientNetB6_Block4|per frame (max)|SVG|(2, 2, 2)|0.60626974|0.53280693|0.66055046
EfficientNetB6_Block4|per frame (max)|BalancedDistributionSVG/500/10/0.30|(2, 2, 2)|0.60802433|0.54631639|0.65573770
EfficientNetB6_Block4|per frame (max)|SpatialBin/SVG/0.50|(2, 2, 2)|0.41712481|0.37521673|0.61710037
EfficientNetB6_Block4|per frame (max)|SpatialBin/SVG/simple_0.20|(2, 2, 2)|0.51409522|0.45740443|0.61710037
EfficientNetB6_Block4|per frame (max)|SpatialBin/SVG/0.20|(0, 1, 1)|0.55082466|0.46687493|0.62068966
EfficientNetB6_Block4|per frame (max)|SpatialBin/SVG/simple_0.50|(0, 1, 1)|0.53971225|0.48254275|0.63601533
EfficientNetB6_Block4|per frame (max)|SVG|(0, 1, 1)|0.53748976|0.53514793|0.61710037
EfficientNetB6_Block4|per frame (max)|BalancedDistributionSVG/500/10/0.30|(0, 1, 1)|0.56298982|0.53149330|0.63846154
EfficientNetB6_Block4|per frame (max)|SpatialBin/SVG/0.50|(0, 1, 1)|0.52310212|0.44615451|0.61710037
EfficientNetB6_Block4|per frame (max)|SpatialBin/SVG/simple_0.20|(0, 1, 1)|0.53433150|0.47976762|0.61710037
EfficientNetB6_Block4|per frame (max)|SpatialBin/SVG/0.20|(0, 2, 2)|0.42847117|0.37764415|0.61710037
EfficientNetB6_Block4|per frame (max)|SpatialBin/SVG/simple_0.50|(0, 2, 2)|0.47607907|0.42338515|0.62790698
EfficientNetB6_Block4|per frame (max)|SVG|(0, 2, 2)|0.59422155|0.56012350|0.63636364
EfficientNetB6_Block4|per frame (max)|BalancedDistributionSVG/500/10/0.30|(0, 2, 2)|0.59726284|0.58062360|0.62910798
EfficientNetB6_Block4|per frame (max)|SpatialBin/SVG/0.50|(0, 2, 2)|0.38542520|0.36037421|0.61710037
EfficientNetB6_Block4|per frame (max)|SpatialBin/SVG/simple_0.20|(0, 2, 2)|0.44777167|0.42216025|0.61710037
EfficientNetB6_Block4|per frame (max)|SpatialBin/SVG/0.20|(1, 0, 0)|0.54614575|0.46269640|0.62439024
EfficientNetB6_Block4|per frame (max)|SpatialBin/SVG/simple_0.50|(1, 0, 0)|0.57889812|0.48768497|0.63846154
EfficientNetB6_Block4|per frame (max)|SVG|(1, 0, 0)|0.54251959|0.54151857|0.61904762
EfficientNetB6_Block4|per frame (max)|BalancedDistributionSVG/500/10/0.30|(1, 0, 0)|0.54333840|0.54185459|0.61904762
EfficientNetB6_Block4|per frame (max)|SpatialBin/SVG/0.50|(1, 0, 0)|0.51620073|0.43459636|0.62439024
EfficientNetB6_Block4|per frame (max)|SpatialBin/SVG/simple_0.20|(1, 0, 0)|0.62638905|0.54126302|0.67256637
EfficientNetB6_Block4|per frame (max)|SpatialBin/SVG/0.20|(2, 0, 0)|0.52801497|0.44123489|0.62801932
